,0
0,0.0
1,892.00368317018
2,1954.0802885142439
3,285.4801401972927
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,77.99989168009597
10,779.1454886402753
11,117.07182115007163
12,0.0
13,56.07223480827088
14,0.0
15,0.0
16,0.0
17,0.0
18,1677.2083822997574
19,1548.4352485786712
20,146.97942164022606
21,1082.6372046061533
22,0.0
23,136.34536946873231
24,0.0
25,650.9400524514913
26,168.3768437084491
27,0.0
28,0.0
29,0.0
30,142.77253043651763
31,0.0
32,514.4499256530726
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,693.0309868066706
43,934.2002614698304
44,0.0
45,0.0
46,88.90674007431517
47,106.50664798336948
48,712.7036655203065
49,0.0
50,0.0
51,865.1346632607165
52,7.9148277943768335
53,793.2564081026394
54,585.3331533691617
55,802.8102353900686
56,0.0
57,0.0
58,0.0
59,613.132321778914
60,888.1387015532237
61,2507.9517950466507
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,569.7063887112836
68,720.2848007548691
69,0.0
70,0.0
71,758.2482735529356
72,1035.313626570829
73,1284.9796291400817
74,489.5914902393106
75,0.0
76,0.0
77,2373.2989203488887
78,1227.9075341199168
79,0.0
80,137.81826382007785
81,0.0
82,501.7483486327983
83,1609.7459651667778
84,0.0
85,198.24246784712523
86,1124.2171690531559
87,1383.6820464648445
88,0.0
89,0.0
90,0.0
91,342.9017894185381
92,0.0
93,0.0
94,1712.8786078029734
95,0.0
96,1999.8170262681979
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,1343.4966860250406
108,1002.4607910370305
109,0.0
110,630.5217459069154
111,624.9903305782736
112,0.0
113,32.66597362801804
114,0.0
115,0.0
116,0.0
117,156.99648394821452
118,173.66526187057025
119,807.2308755155555
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,141.75262493030095
126,1074.9453962219523
127,257.9187694849061
128,0.0
129,2421.44758254684
130,0.0
131,0.0
132,363.0294683742104
133,0.0
134,0.0
135,2084.649614086322
136,0.0
137,395.10813680136016
138,28.158332481367324
139,23.928521653801
140,932.4830898571108
141,0.0
142,268.4299605696815
143,1346.3249555818893
144,0.0
145,84.80150351032898
146,1373.2497121733995
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,426.73614016640386
153,1826.8688645939328
154,0.0
155,726.197581380924
156,900.3977664416561
157,690.5660113124613
158,0.0
159,0.0
160,0.0
161,766.3861160648121
162,739.765048506988
163,0.0
164,0.0
165,1018.6623005722104
166,0.0
167,0.0
168,0.0
169,683.1474634233582
170,1948.3152388520903
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,1840.650471907702
180,42.946865233476274
181,1819.5984432190035
182,833.5163593679899
183,1569.084527826135
184,0.0
185,0.0
186,0.0
187,0.0
188,983.3651278550042
189,0.0
190,0.0
191,515.2986843259441
192,0.0
193,89.75260530960804
194,1177.1615567105273
195,98.07245259267802
196,1562.6478173566738
197,0.0
198,2202.8788439014024
199,761.4422274900135
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,1244.5389965032973
207,0.0
208,713.1904270006216
209,576.2435930418433
210,0.0
211,0.0
212,773.1429556615385
213,0.0
214,945.1737232068263
215,73.00655495485626
