,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,1.0,0.947184741205324,0.9592420167502074,0.8167098308017363,0.9034392863066282,0.8281249299046987,0.8198055106099863,0.9750033546469321,0.8901265914638075,0.8449721794227648,0.9289774065844778,0.8899188742664,0.8635842038142645,0.983392184364317,0.9610593568850888,0.8246014327573444,0.8771401446157371,0.8255574374038098,0.9230814461345491,0.8832887536835449,0.8681846496676974,0.9443700638073063,0.850791343205623,0.9695261861514564,0.923358043152306,0.9475169395246885,0.9765635004211302,0.9442450254513213,0.8973220629100189
1,0.9315246669405268,1.0,0.98239594367872,0.8423313923861881,0.8782145336763598,0.819679430490578,0.9390437820605544,0.954680358178515,0.8475679754464375,0.9496841350021356,0.9386288404751708,0.9023531025810778,0.9842556628404813,0.8274648250504666,0.9012057446253335,0.9080496368741123,0.8573400921790407,0.9646405680013976,0.80232669344617,0.8975584596233532,0.8038332360648721,0.8658087725638901,0.8369402770751435,0.8506480530460425,0.9225903934558785,0.9518441236780174,0.8506572311905264,0.8691561494788023,0.9828623552154115
2,0.8336775299318233,0.8937314521187654,1.0,0.8041656090659314,0.8445245190773376,0.8284475849658144,0.9879408264723156,0.972117275681613,0.9786439219794345,0.9791780582980454,0.8189738448940321,0.8582835243611454,0.961082430500096,0.902241665408096,0.8710014874257196,0.9597608739912511,0.8288272576347748,0.926779842922657,0.941138946702288,0.8212415577102269,0.8932875679320101,0.8313605913898758,0.9821127480179279,0.9304939577377006,0.8954456838573805,0.8961528912633098,0.9882867934297636,0.9602368460092436,0.9353129958907739
3,0.9079570549248459,0.8477472281331744,0.8227748170147365,1.0,0.9005380292131926,0.8803868796413171,0.837611175729572,0.8109645199574032,0.8679989110642217,0.8561238439619415,0.9685150355516554,0.8403284684931905,0.8039117501341444,0.8847850580447401,0.8221961545929793,0.9460091941824456,0.8419989020867378,0.9075489079381452,0.8843856233319126,0.8412436625497015,0.9280217537327684,0.9593540428250714,0.9596001825867236,0.9665698733611866,0.8423187654167574,0.9198584786220432,0.932776633584325,0.8090613905414941,0.868510235202688
4,0.973441838080955,0.8489801439138136,0.9278997745414661,0.8725392760418039,1.0,0.8397195548959013,0.9227213780536234,0.8614816105186929,0.9060853230885013,0.819406442339642,0.8014020329668878,0.8272648476173388,0.9805155825670078,0.9328869252684469,0.9759602145871697,0.8371706553201996,0.8178764841732106,0.8354179208044935,0.9137153816851897,0.9887104529897852,0.931261151028434,0.8488527622047093,0.900132077430207,0.944998805501843,0.8938930045410625,0.9266553720883787,0.8331087394400641,0.9792125285567888,0.8536285731187648
5,0.8026374530190051,0.9490976275944638,0.8106044837621271,0.9129702009192309,0.8521383752621216,1.0,0.9775084687238678,0.9222572517181493,0.9263374841127205,0.9808014961132409,0.9388548134176604,0.8961134527899554,0.9212044179692366,0.8623657645541026,0.8414386973599713,0.9526344263717991,0.8278693054152217,0.9716065476848323,0.9473843318316807,0.933211064030762,0.9666799940205713,0.8031696099352011,0.9728510729640578,0.8360841324295156,0.9477274638354514,0.8549034432156374,0.946464262005319,0.9260536381031031,0.812991254723095
6,0.8270775274137989,0.9778160607440373,0.9538942102512482,0.942924621619672,0.8101598836691685,0.9831311978859754,1.0,0.8856586262803503,0.8790718024400848,0.8573292377493996,0.869868166201338,0.9373406312456386,0.8044859064132918,0.9520815132473919,0.839386600619285,0.9534133000078817,0.8868386813419495,0.9706466446239963,0.8606682790587654,0.869439652592001,0.8037574328551794,0.9094527212804823,0.9581342093716739,0.8145024469545581,0.8415031755075367,0.9573408108555586,0.8439963339520687,0.8065850516633396,0.9239903582300618
7,0.8355947780284384,0.848292493689707,0.9893567767593274,0.8511335831362788,0.847915706712873,0.9402601065627916,0.8763259864108447,1.0,0.9461427531507298,0.8839772917793249,0.9168205478083182,0.8005264902175321,0.951831773733987,0.8910311129952978,0.8794338032601373,0.9106393883979258,0.8867480614267761,0.8346405976684184,0.8779237689714826,0.925532478570787,0.8403459683689041,0.9443320662705115,0.8516794011312167,0.9093987874382032,0.9645451437485021,0.8115617846311176,0.8983502927618436,0.9872492408377352,0.8184256616143083
8,0.9606594222567535,0.9013978034431257,0.8785409922456969,0.8222519495375306,0.9363808969245867,0.941210382528203,0.8491754579037285,0.805222082995865,1.0,0.9134456300263264,0.8181764388414153,0.8621041888335571,0.9294382643989672,0.9717925230772406,0.8365486350180079,0.830308058683632,0.9486323802843578,0.8063323386693658,0.8981213740755616,0.9462697800825913,0.8141036880652012,0.867216004395281,0.9322248633552124,0.8626365452493776,0.8050348520244085,0.8781644836356868,0.8854514984783414,0.9827980973344197,0.9241891509139775
9,0.8866095614119277,0.9722224791030329,0.9514051233138568,0.8481817787831991,0.9565009288780022,0.9300745263683762,0.896767821667874,0.8566907250626163,0.8010986258934893,1.0,0.9482920044998518,0.9074282966918158,0.9598247966763281,0.9527230559891833,0.9685450772145993,0.9098790674022414,0.9749839053776591,0.9513490852051668,0.8929733732228994,0.8882331472580854,0.8792701502010458,0.8653958681476175,0.9752013258103079,0.8384894769710373,0.9346319349175701,0.8708945054784366,0.9456085164308822,0.9173198896596811,0.844722464840586
