,0
0,9010.869920635363
1,254.05152978096157
2,1505.9452231686737
3,0.0
4,2195.417947379523
5,0.0
6,13026.890716808295
7,0.0
8,0.0
9,0.0
10,16285.023158019409
11,5762.46742328009
12,5598.511762564129
13,0.0
14,6003.4207473977
15,3764.138649593806
16,10346.291576948512
17,1895.3554028745857
18,10016.618572229461
19,0.0
20,10922.614201295684
21,13528.4842612762
22,4092.3212587684684
23,1512.2907707860868
24,0.0
25,0.0
26,14698.92193722591
27,0.0
28,464.4920098397124
29,0.0
30,8570.816446557117
31,0.0
32,0.0
33,1969.4257908517902
34,0.0
35,2310.474386389542
36,9583.45631518896
37,0.0
38,0.0
39,0.0
40,9960.863338457828
41,1802.7479391704255
42,13877.76702794485
43,2200.8185160462162
44,0.0
45,0.0
46,8161.45742582815
47,8690.195167322032
48,0.0
49,5349.603418708575
50,3237.1377709024528
51,9915.718814774737
52,936.3844457034138
53,8778.064272622054
54,11791.76071553171
55,0.0
56,0.0
57,0.0
58,19008.576661891042
59,7721.311356363993
60,8839.7268632052
61,0.0
62,0.0
63,14912.96626908562
64,14778.811781681812
65,5260.798548638821
66,10519.328093560587
67,8199.723945075355
68,15232.638100713637
69,12510.219553506497
70,0.0
71,4678.067298496608
72,3.89505980888498
73,0.0
74,9771.569280020049
75,0.0
76,16622.561014568986
77,10858.012451849994
78,498.0591256864718
79,0.0
80,0.0
81,6610.745197014738
82,7056.296044958814
83,5997.034569068055
84,0.0
85,8958.219810111885
86,16856.166893574875
87,0.0
88,15632.172503068898
89,11371.05525316301
90,0.0
91,14613.1426980955
92,0.0
93,0.0
94,0.0
95,0.0
96,17211.91089962024
97,0.0
98,12185.587026481779
99,0.0
100,0.0
101,8236.304143114481
102,2510.405158391135
103,5844.3866306309355
104,0.0
105,8210.319850055908
106,0.0
107,0.0
108,10448.454390234372
109,5053.923402688175
110,11047.141826582985
111,798.3435304201848
112,2871.5519988304004
113,5147.80904999387
114,2058.7157324386353
115,0.0
116,16162.863271630747
117,0.0
118,0.0
119,3913.492863579653
120,6235.7198405918025
121,835.310682191659
122,0.0
123,15482.663009630633
124,0.0
125,7630.984100282687
126,10998.805547434808
127,8972.220788299048
128,0.0
129,0.0
130,5712.621200592606
131,5027.702317203395
132,3971.4031080577406
133,823.6429792607378
134,13241.639665672177
135,0.0
136,569.0829098615795
137,0.0
138,6724.108765164856
139,18656.990066522238
140,0.0
141,0.0
142,0.0
143,18049.445267133764
144,3710.6155023043393
145,511.7136539145722
146,0.0
147,17942.908278276853
148,1486.0505542145693
149,11208.828796998627
150,10459.02053616519
151,0.0
152,2674.3166630054475
153,8604.230313006206
154,0.0
155,11352.303873293335
156,0.0
157,8686.357439515356
158,0.0
159,1118.4111933234963
160,0.0
161,0.0
162,0.0
163,0.0
164,951.7560759123589
165,5463.764811272529
166,6076.972895673767
167,0.0
168,20996.79020867776
169,0.0
170,13411.9646878067
171,0.0
172,3359.81891158293
173,0.0
174,2481.7804786228808
175,0.0
176,4034.505224536988
177,0.0
178,0.0
179,0.0
180,1339.251527525892
